in s,C1 in V,C2 in V
-1.202400E-04,9.68555E-02,1.11011E+00
-1.200000E-04,9.78320E-02,1.13218E+00
-1.197600E-04,9.09961E-02,1.09908E+00
-1.195200E-04,9.39258E-02,1.11563E+00
-1.192800E-04,9.00195E-02,1.09908E+00
-1.190400E-04,8.61133E-02,1.11011E+00
-1.188000E-04,8.12305E-02,1.07701E+00
-1.185600E-04,7.92773E-02,1.08253E+00
-1.183200E-04,7.34180E-02,1.08804E+00
-1.180800E-04,8.02539E-02,1.09908E+00
-1.178400E-04,7.04883E-02,1.07149E+00
-1.176000E-04,6.85352E-02,1.08804E+00
-1.173600E-04,6.65820E-02,1.06597E+00
-1.171200E-04,6.46289E-02,1.07701E+00
-1.168800E-04,6.36523E-02,1.07701E+00
-1.166400E-04,5.97461E-02,1.07701E+00
-1.164000E-04,5.68164E-02,1.08804E+00
-1.161600E-04,5.77930E-02,1.07701E+00
-1.159200E-04,4.99805E-02,1.09908E+00
-1.156800E-04,4.90039E-02,1.09908E+00
-1.154400E-04,4.50977E-02,1.07149E+00
-1.152000E-04,4.50977E-02,1.07701E+00
-1.149600E-04,4.11914E-02,1.08253E+00
-1.147200E-04,3.92383E-02,1.07149E+00
-1.144800E-04,3.72852E-02,1.07149E+00
-1.142400E-04,3.92383E-02,1.06046E+00
-1.140000E-04,3.24023E-02,1.07701E+00
-1.137600E-04,3.63086E-02,1.07149E+00
-1.135200E-04,2.75195E-02,1.06046E+00
-1.132800E-04,2.55664E-02,1.03839E+00
-1.130400E-04,2.36133E-02,1.05494E+00
-1.128000E-04,2.45898E-02,1.03839E+00
-1.125600E-04,1.97070E-02,1.06046E+00
-1.123200E-04,1.67773E-02,1.03839E+00
-1.120800E-04,1.48242E-02,1.06597E+00
-1.118400E-04,1.67773E-02,1.04390E+00
-1.116000E-04,1.67773E-02,1.03287E+00
-1.113600E-04,1.28711E-02,1.03287E+00
-1.111200E-04,1.28711E-02,1.03287E+00
-1.108800E-04,1.28711E-02,1.03839E+00
-1.106400E-04,1.09180E-02,1.05494E+00
-1.104000E-04,8.96484E-03,1.03287E+00
-1.101600E-04,7.98828E-03,1.03839E+00
-1.099200E-04,7.01172E-03,1.04942E+00
-1.096800E-04,3.10547E-03,1.03839E+00
-1.094400E-04,6.03516E-03,1.05494E+00
-1.092000E-04,4.08203E-03,1.05494E+00
-1.089600E-04,3.10547E-03,1.02735E+00
-1.087200E-04,1.15234E-03,1.03287E+00
-1.084800E-04,-2.75391E-03,1.02183E+00
-1.082400E-04,-1.77734E-03,1.02183E+00
-1.080000E-04,1.75781E-04,1.02735E+00
-1.077600E-04,-6.66016E-03,1.03287E+00
-1.075200E-04,-2.75391E-03,1.01080E+00
-1.072800E-04,-4.70703E-03,1.00528E+00
-1.070400E-04,-2.75391E-03,1.00528E+00
-1.068000E-04,-5.68359E-03,1.01080E+00
-1.065600E-04,-5.68359E-03,9.99763E-01
-1.063200E-04,-1.25195E-02,9.88728E-01
-1.060800E-04,-1.25195E-02,9.88728E-01
-1.058400E-04,-1.25195E-02,9.83210E-01
-1.056000E-04,-1.25195E-02,1.00528E+00
-1.053600E-04,-1.25195E-02,9.94246E-01
-1.051200E-04,-1.05664E-02,9.66658E-01
-1.048800E-04,-1.64258E-02,9.94246E-01
-1.046400E-04,-1.25195E-02,9.99763E-01
-1.044000E-04,-1.93555E-02,9.83210E-01
-1.041600E-04,-1.54492E-02,9.99763E-01
-1.039200E-04,-1.64258E-02,9.88728E-01
-1.036800E-04,-1.64258E-02,9.99763E-01
-1.034400E-04,-1.74023E-02,9.94246E-01
-1.032000E-04,-1.83789E-02,9.94246E-01
-1.029600E-04,-1.93555E-02,9.72175E-01
-1.027200E-04,-2.03320E-02,9.66658E-01
-1.024800E-04,-2.13086E-02,9.55622E-01
-1.022400E-04,-1.83789E-02,9.83210E-01
-1.020000E-04,-2.32617E-02,9.61140E-01
-1.017600E-04,-2.32617E-02,9.61140E-01
-1.015200E-04,-2.22852E-02,9.33552E-01
-1.012800E-04,-2.22852E-02,9.55622E-01
-1.010400E-04,-2.42383E-02,9.50105E-01
-1.008000E-04,-2.42383E-02,9.44587E-01
-1.005600E-04,-2.91211E-02,9.55622E-01
-1.003200E-04,-2.61914E-02,9.33552E-01
-1.000800E-04,-2.52148E-02,9.50105E-01
-9.984000E-05,-2.03320E-02,9.66658E-01
-9.960000E-05,-2.42383E-02,9.44587E-01
-9.936000E-05,-2.32617E-02,9.61140E-01
-9.912000E-05,-2.42383E-02,9.44587E-01
-9.888000E-05,-2.52148E-02,9.44587E-01
-9.864000E-05,-2.61914E-02,9.33552E-01
-9.840000E-05,-2.61914E-02,9.50105E-01
-9.816000E-05,-2.81445E-02,9.39070E-01
-9.792000E-05,-2.71680E-02,9.33552E-01
-9.768000E-05,-2.61914E-02,9.33552E-01
-9.744000E-05,-2.61914E-02,9.22517E-01
-9.720000E-05,-2.71680E-02,9.28035E-01
-9.696000E-05,-2.71680E-02,9.28035E-01
-9.672000E-05,-3.10742E-02,9.28035E-01
-9.648000E-05,-2.81445E-02,9.16999E-01
-9.624000E-05,-3.20508E-02,9.05964E-01
-9.600000E-05,-3.00977E-02,9.16999E-01
-9.576000E-05,-2.71680E-02,9.05964E-01
-9.552000E-05,-2.91211E-02,8.94929E-01
-9.528000E-05,-3.00977E-02,9.05964E-01
-9.504000E-05,-2.91211E-02,8.94929E-01
-9.480000E-05,-3.00977E-02,8.89412E-01
-9.456000E-05,-3.10742E-02,8.78376E-01
-9.432000E-05,-3.10742E-02,9.11482E-01
-9.408000E-05,-2.71680E-02,8.94929E-01
-9.384000E-05,-3.30273E-02,8.89412E-01
-9.360000E-05,-3.10742E-02,8.89412E-01
-9.336000E-05,-3.30273E-02,8.83894E-01
-9.312000E-05,-3.30273E-02,8.83894E-01
-9.288000E-05,-3.40039E-02,8.89412E-01
-9.264000E-05,-3.10742E-02,8.94929E-01
-9.240000E-05,-3.20508E-02,9.00447E-01
-9.216000E-05,-3.10742E-02,9.16999E-01
-9.192000E-05,-3.00977E-02,8.78376E-01
-9.168000E-05,-3.10742E-02,9.00447E-01
-9.144000E-05,-3.30273E-02,8.61824E-01
-9.120000E-05,-3.10742E-02,8.72859E-01
-9.096000E-05,-3.49805E-02,8.61824E-01
-9.072000E-05,-3.20508E-02,8.67341E-01
-9.048000E-05,-3.49805E-02,8.45271E-01
-9.024000E-05,-3.40039E-02,8.61824E-01
-9.000000E-05,-3.40039E-02,8.50788E-01
-8.976000E-05,-3.20508E-02,8.45271E-01
-8.952000E-05,-3.30273E-02,8.28718E-01
-8.928000E-05,-3.10742E-02,8.34236E-01
-8.904000E-05,-3.40039E-02,8.39753E-01
-8.880000E-05,-3.30273E-02,8.67341E-01
-8.856000E-05,-3.40039E-02,8.39753E-01
-8.832000E-05,-3.10742E-02,8.50788E-01
-8.808000E-05,-3.40039E-02,8.28718E-01
-8.784000E-05,-3.59570E-02,8.28718E-01
-8.760000E-05,-3.59570E-02,8.34236E-01
-8.736000E-05,-3.20508E-02,8.17683E-01
-8.712000E-05,-3.59570E-02,8.28718E-01
-8.688000E-05,-3.30273E-02,8.45271E-01
-8.664000E-05,-3.10742E-02,8.39753E-01
-8.640000E-05,-3.49805E-02,8.28718E-01
-8.616000E-05,-3.49805E-02,8.28718E-01
-8.592000E-05,-3.10742E-02,8.12165E-01
-8.568000E-05,-3.49805E-02,8.39753E-01
-8.544000E-05,-3.20508E-02,8.34236E-01
-8.520000E-05,-3.40039E-02,8.12165E-01
-8.496000E-05,-3.40039E-02,8.01130E-01
-8.472000E-05,-3.40039E-02,8.12165E-01
-8.448000E-05,-3.49805E-02,8.01130E-01
-8.424000E-05,-3.40039E-02,8.06648E-01
-8.400000E-05,-3.10742E-02,7.90095E-01
-8.376000E-05,-3.10742E-02,8.01130E-01
-8.352000E-05,-3.30273E-02,7.95613E-01
-8.328000E-05,-3.49805E-02,7.73542E-01
-8.304000E-05,-3.40039E-02,7.95613E-01
-8.280000E-05,-3.30273E-02,7.73542E-01
-8.256000E-05,-3.49805E-02,7.84578E-01
-8.232000E-05,-3.59570E-02,8.01130E-01
-8.208000E-05,-3.59570E-02,7.79060E-01
-8.184000E-05,-3.49805E-02,7.79060E-01
-8.160000E-05,-3.40039E-02,7.79060E-01
-8.136000E-05,-3.20508E-02,7.73542E-01
-8.112000E-05,-3.40039E-02,7.90095E-01
-8.088000E-05,-3.88867E-02,7.56990E-01
-8.064000E-05,-3.69336E-02,7.68025E-01
-8.040000E-05,-3.69336E-02,7.68025E-01
-8.016000E-05,-3.59570E-02,7.79060E-01
-7.992000E-05,-3.69336E-02,7.62507E-01
-7.968000E-05,-3.30273E-02,7.68025E-01
-7.944000E-05,-3.69336E-02,7.84578E-01
-7.920000E-05,-3.30273E-02,7.62507E-01
-7.896000E-05,-3.69336E-02,7.51472E-01
-7.872000E-05,-3.69336E-02,7.34919E-01
-7.848000E-05,-3.79102E-02,7.34919E-01
-7.824000E-05,-3.40039E-02,7.34919E-01
-7.800000E-05,-3.79102E-02,7.23884E-01
-7.776000E-05,-3.30273E-02,7.12849E-01
-7.752000E-05,-3.20508E-02,7.12849E-01
-7.728000E-05,-3.40039E-02,7.18367E-01
-7.704000E-05,-3.79102E-02,7.34919E-01
-7.680000E-05,-3.30273E-02,7.12849E-01
-7.656000E-05,-3.10742E-02,7.07331E-01
-7.632000E-05,-3.69336E-02,7.23884E-01
-7.608000E-05,-3.59570E-02,7.12849E-01
-7.584000E-05,-3.49805E-02,7.12849E-01
-7.560000E-05,-3.40039E-02,7.12849E-01
-7.536000E-05,-3.30273E-02,7.12849E-01
-7.512000E-05,-3.69336E-02,7.07331E-01
-7.488000E-05,-3.40039E-02,7.12849E-01
-7.464000E-05,-3.30273E-02,7.18367E-01
-7.440000E-05,-3.49805E-02,6.96296E-01
-7.416000E-05,-3.69336E-02,7.12849E-01
-7.392000E-05,-3.40039E-02,7.18367E-01
-7.368000E-05,-3.49805E-02,6.96296E-01
-7.344000E-05,-3.40039E-02,6.90779E-01
-7.320000E-05,-3.30273E-02,6.79744E-01
-7.296000E-05,-3.59570E-02,7.01814E-01
-7.272000E-05,-3.59570E-02,6.79744E-01
-7.248000E-05,-3.40039E-02,6.68708E-01
-7.224000E-05,-3.40039E-02,6.74226E-01
-7.200000E-05,-3.49805E-02,6.68708E-01
-7.176000E-05,-3.49805E-02,6.46638E-01
-7.152000E-05,-3.30273E-02,6.68708E-01
-7.128000E-05,-3.98633E-02,6.57673E-01
-7.104000E-05,-3.49805E-02,6.57673E-01
-7.080000E-05,-3.69336E-02,6.57673E-01
-7.056000E-05,-3.49805E-02,6.41121E-01
-7.032000E-05,-3.59570E-02,6.52156E-01
-7.008000E-05,-3.30273E-02,6.41121E-01
-6.984000E-05,-3.69336E-02,6.46638E-01
-6.960000E-05,-3.40039E-02,6.46638E-01
-6.936000E-05,-3.49805E-02,6.52156E-01
-6.912000E-05,-3.40039E-02,6.30085E-01
-6.888000E-05,-3.79102E-02,6.41121E-01
-6.864000E-05,-3.49805E-02,6.46638E-01
-6.840000E-05,-3.79102E-02,6.41121E-01
-6.816000E-05,-3.69336E-02,6.35603E-01
-6.792000E-05,-3.98633E-02,6.52156E-01
-6.768000E-05,-3.40039E-02,6.13533E-01
-6.744000E-05,-3.40039E-02,6.30085E-01
-6.720000E-05,-3.79102E-02,6.13533E-01
-6.696000E-05,-3.69336E-02,6.13533E-01
-6.672000E-05,-3.69336E-02,6.02497E-01
-6.648000E-05,-3.79102E-02,5.96980E-01
-6.624000E-05,-3.40039E-02,5.91462E-01
-6.600000E-05,-3.40039E-02,5.91462E-01
-6.576000E-05,-3.69336E-02,5.74910E-01
-6.552000E-05,-3.49805E-02,5.91462E-01
-6.528000E-05,-3.59570E-02,5.80427E-01
-6.504000E-05,-3.49805E-02,5.74910E-01
-6.480000E-05,-3.49805E-02,5.69392E-01
-6.456000E-05,-3.40039E-02,5.69392E-01
-6.432000E-05,-3.69336E-02,5.91462E-01
-6.408000E-05,-3.40039E-02,5.63874E-01
-6.384000E-05,-3.59570E-02,5.80427E-01
-6.360000E-05,-3.79102E-02,5.74910E-01
-6.336000E-05,-3.30273E-02,5.74910E-01
-6.312000E-05,-3.59570E-02,5.52839E-01
-6.288000E-05,-3.59570E-02,5.74910E-01
-6.264000E-05,-3.79102E-02,5.80427E-01
-6.240000E-05,-3.49805E-02,5.74910E-01
-6.216000E-05,-3.10742E-02,5.52839E-01
-6.192000E-05,-3.40039E-02,5.69392E-01
-6.168000E-05,-3.49805E-02,5.58357E-01
-6.144000E-05,-3.49805E-02,5.63874E-01
-6.120000E-05,-3.49805E-02,5.25251E-01
-6.096000E-05,-3.40039E-02,5.36287E-01
-6.072000E-05,-3.59570E-02,5.08699E-01
-6.048000E-05,-3.20508E-02,5.47322E-01
-6.024000E-05,-3.30273E-02,5.25251E-01
-6.000000E-05,-3.40039E-02,5.19734E-01
-5.976000E-05,-3.40039E-02,5.19734E-01
-5.952000E-05,-3.69336E-02,5.30769E-01
-5.928000E-05,-3.40039E-02,5.36287E-01
-5.904000E-05,-3.40039E-02,5.19734E-01
-5.880000E-05,-3.49805E-02,5.19734E-01
-5.856000E-05,-3.10742E-02,5.19734E-01
-5.832000E-05,-3.30273E-02,5.19734E-01
-5.808000E-05,-3.49805E-02,5.08699E-01
-5.784000E-05,-2.91211E-02,5.08699E-01
-5.760000E-05,-3.40039E-02,5.08699E-01
-5.736000E-05,-3.59570E-02,5.14216E-01
-5.712000E-05,-3.49805E-02,5.03181E-01
-5.688000E-05,-3.40039E-02,4.97663E-01
-5.664000E-05,-3.59570E-02,4.97663E-01
-5.640000E-05,-3.40039E-02,4.97663E-01
-5.616000E-05,-3.69336E-02,4.81111E-01
-5.592000E-05,-3.40039E-02,4.75593E-01
-5.568000E-05,-3.49805E-02,4.64558E-01
-5.544000E-05,-3.40039E-02,4.59040E-01
-5.520000E-05,-3.49805E-02,4.75593E-01
-5.496000E-05,-3.30273E-02,4.48005E-01
-5.472000E-05,-3.40039E-02,4.86628E-01
-5.448000E-05,-3.40039E-02,4.48005E-01
-5.424000E-05,-3.59570E-02,4.64558E-01
-5.400000E-05,-3.88867E-02,4.53523E-01
-5.376000E-05,-3.69336E-02,4.36970E-01
-5.352000E-05,-3.40039E-02,4.25935E-01
-5.328000E-05,-3.59570E-02,4.59040E-01
-5.304000E-05,-3.40039E-02,4.53523E-01
-5.280000E-05,-3.59570E-02,4.03865E-01
-5.256000E-05,-3.40039E-02,4.42488E-01
-5.232000E-05,-3.49805E-02,4.53523E-01
-5.208000E-05,-3.49805E-02,4.31453E-01
-5.184000E-05,-3.20508E-02,4.20417E-01
-5.160000E-05,-3.49805E-02,4.42488E-01
-5.136000E-05,-3.40039E-02,4.48005E-01
-5.112000E-05,-3.40039E-02,4.31453E-01
-5.088000E-05,-3.10742E-02,4.31453E-01
-5.064000E-05,-3.49805E-02,4.20417E-01
-5.040000E-05,-3.59570E-02,4.09382E-01
-5.016000E-05,-3.40039E-02,4.03865E-01
-4.992000E-05,-3.40039E-02,4.09382E-01
-4.968000E-05,-3.49805E-02,3.98347E-01
-4.944000E-05,-3.49805E-02,4.03865E-01
-4.920000E-05,-3.59570E-02,3.87312E-01
-4.896000E-05,-3.20508E-02,3.92829E-01
-4.872000E-05,-3.69336E-02,3.87312E-01
-4.848000E-05,-3.30273E-02,3.87312E-01
-4.824000E-05,-3.59570E-02,3.81794E-01
-4.800000E-05,-3.20508E-02,3.87312E-01
-4.776000E-05,-3.40039E-02,3.70759E-01
-4.752000E-05,-3.10742E-02,3.87312E-01
-4.728000E-05,-3.40039E-02,3.54206E-01
-4.704000E-05,-3.49805E-02,3.70759E-01
-4.680000E-05,-3.20508E-02,3.65242E-01
-4.656000E-05,-3.20508E-02,3.65242E-01
-4.632000E-05,-3.49805E-02,3.65242E-01
-4.608000E-05,-3.40039E-02,3.65242E-01
-4.584000E-05,-3.49805E-02,3.43171E-01
-4.560000E-05,-3.40039E-02,3.65242E-01
-4.536000E-05,-3.40039E-02,3.43171E-01
-4.512000E-05,-3.40039E-02,3.37654E-01
-4.488000E-05,-3.20508E-02,3.48689E-01
-4.464000E-05,-3.00977E-02,3.32136E-01
-4.440000E-05,-3.40039E-02,3.43171E-01
-4.416000E-05,-3.20508E-02,3.43171E-01
-4.392000E-05,-3.69336E-02,3.26619E-01
-4.368000E-05,-3.59570E-02,3.21101E-01
-4.344000E-05,-3.40039E-02,3.10066E-01
-4.320000E-05,-3.40039E-02,3.26619E-01
-4.296000E-05,-3.98633E-02,2.99031E-01
-4.272000E-05,-3.49805E-02,3.26619E-01
-4.248000E-05,-3.59570E-02,3.04548E-01
-4.224000E-05,-3.40039E-02,2.93513E-01
-4.200000E-05,-3.30273E-02,2.87996E-01
-4.176000E-05,-3.00977E-02,3.04548E-01
-4.152000E-05,-3.69336E-02,3.04548E-01
-4.128000E-05,-3.30273E-02,3.04548E-01
-4.104000E-05,-3.59570E-02,2.60408E-01
-4.080000E-05,-3.40039E-02,2.65925E-01
-4.056000E-05,-3.40039E-02,2.76960E-01
-4.032000E-05,-3.20508E-02,2.87996E-01
-4.008000E-05,-3.59570E-02,2.71443E-01
-3.984000E-05,-3.69336E-02,2.82478E-01
-3.960000E-05,-3.98633E-02,2.65925E-01
-3.936000E-05,-3.88867E-02,2.82478E-01
-3.912000E-05,-3.59570E-02,2.65925E-01
-3.888000E-05,-3.49805E-02,2.60408E-01
-3.864000E-05,-3.49805E-02,2.54890E-01
-3.840000E-05,-3.59570E-02,2.54890E-01
-3.816000E-05,-3.98633E-02,2.49372E-01
-3.792000E-05,-3.59570E-02,2.38337E-01
-3.768000E-05,-3.88867E-02,2.27302E-01
-3.744000E-05,-3.40039E-02,2.16267E-01
-3.720000E-05,-3.30273E-02,2.05232E-01
-3.696000E-05,-3.10742E-02,2.27302E-01
-3.672000E-05,-3.59570E-02,2.10749E-01
-3.648000E-05,-3.40039E-02,2.16267E-01
-3.624000E-05,-3.59570E-02,1.88679E-01
-3.600000E-05,-3.20508E-02,2.05232E-01
-3.576000E-05,-3.49805E-02,2.10749E-01
-3.552000E-05,-3.49805E-02,2.10749E-01
-3.528000E-05,-3.59570E-02,1.88679E-01
-3.504000E-05,-3.30273E-02,1.99714E-01
-3.480000E-05,-3.49805E-02,1.72126E-01
-3.456000E-05,-3.40039E-02,1.99714E-01
-3.432000E-05,-3.40039E-02,1.83162E-01
-3.408000E-05,-3.59570E-02,2.16267E-01
-3.384000E-05,-3.69336E-02,1.72126E-01
-3.360000E-05,-3.49805E-02,1.61091E-01
-3.336000E-05,-3.49805E-02,1.72126E-01
-3.312000E-05,-3.69336E-02,1.77644E-01
-3.288000E-05,-3.40039E-02,1.66609E-01
-3.264000E-05,-3.59570E-02,1.66609E-01
-3.240000E-05,-3.59570E-02,1.61091E-01
-3.216000E-05,-3.49805E-02,1.61091E-01
-3.192000E-05,-3.40039E-02,1.50056E-01
-3.168000E-05,-3.30273E-02,1.27986E-01
-3.144000E-05,-3.69336E-02,1.50056E-01
-3.120000E-05,-3.40039E-02,1.27986E-01
-3.096000E-05,-3.49805E-02,1.39021E-01
-3.072000E-05,-3.40039E-02,1.16951E-01
-3.048000E-05,-3.40039E-02,1.22468E-01
-3.024000E-05,-3.49805E-02,1.11433E-01
-3.000000E-05,-3.69336E-02,1.22468E-01
-2.976000E-05,-3.69336E-02,1.22468E-01
-2.952000E-05,-3.69336E-02,8.93627E-02
-2.928000E-05,-3.40039E-02,1.27986E-01
-2.904000E-05,-3.59570E-02,1.22468E-01
-2.880000E-05,-3.40039E-02,1.05915E-01
-2.856000E-05,-3.59570E-02,9.48803E-02
-2.832000E-05,-3.40039E-02,1.16951E-01
-2.808000E-05,-3.79102E-02,8.38451E-02
-2.784000E-05,-4.08398E-02,1.11433E-01
-2.760000E-05,-3.59570E-02,8.93627E-02
-2.736000E-05,-3.40039E-02,8.93627E-02
-2.712000E-05,-3.69336E-02,6.72924E-02
-2.688000E-05,-3.40039E-02,8.38451E-02
-2.664000E-05,-3.79102E-02,6.17748E-02
-2.640000E-05,-3.49805E-02,5.07396E-02
-2.616000E-05,-3.40039E-02,5.07396E-02
-2.592000E-05,-3.40039E-02,4.52221E-02
-2.568000E-05,-3.59570E-02,4.52221E-02
-2.544000E-05,-3.40039E-02,5.62572E-02
-2.520000E-05,-3.59570E-02,5.62572E-02
-2.496000E-05,-3.69336E-02,3.97045E-02
-2.472000E-05,-3.69336E-02,1.21166E-02
-2.448000E-05,-3.10742E-02,3.41869E-02
-2.424000E-05,-3.40039E-02,2.86693E-02
-2.400000E-05,-3.69336E-02,4.52221E-02
-2.376000E-05,-3.40039E-02,1.76342E-02
-2.352000E-05,-3.69336E-02,6.59902E-03
-2.328000E-05,-3.69336E-02,2.31518E-02
-2.304000E-05,-3.49805E-02,1.21166E-02
-2.280000E-05,-3.49805E-02,1.21166E-02
-2.256000E-05,-3.49805E-02,6.59902E-03
-2.232000E-05,-3.49805E-02,1.21166E-02
-2.208000E-05,-3.49805E-02,1.08145E-03
-2.184000E-05,-3.59570E-02,-9.95371E-03
-2.160000E-05,-3.10742E-02,-4.43613E-03
-2.136000E-05,-3.40039E-02,-2.65064E-02
-2.112000E-05,-3.49805E-02,-2.65064E-02
-2.088000E-05,-3.49805E-02,-3.20240E-02
-2.064000E-05,-3.40039E-02,-3.75416E-02
-2.040000E-05,-3.79102E-02,-2.09889E-02
-2.016000E-05,-3.30273E-02,-3.20240E-02
-1.992000E-05,-3.69336E-02,-5.96119E-02
-1.968000E-05,-3.40039E-02,-3.75416E-02
-1.944000E-05,-3.69336E-02,-5.40943E-02
-1.920000E-05,-3.59570E-02,-5.40943E-02
-1.896000E-05,-3.69336E-02,-5.96119E-02
-1.872000E-05,-3.30273E-02,-6.51295E-02
-1.848000E-05,-3.59570E-02,-6.51295E-02
-1.824000E-05,-3.40039E-02,-8.71998E-02
-1.800000E-05,-3.40039E-02,-7.06471E-02
-1.776000E-05,-3.40039E-02,-6.51295E-02
-1.752000E-05,-3.40039E-02,-8.71998E-02
-1.728000E-05,-3.20508E-02,-9.82350E-02
-1.704000E-05,-3.88867E-02,-9.27174E-02
-1.680000E-05,-3.49805E-02,-8.16822E-02
-1.656000E-05,-3.59570E-02,-8.71998E-02
-1.632000E-05,-3.59570E-02,-1.09270E-01
-1.608000E-05,-3.40039E-02,-9.82350E-02
-1.584000E-05,-3.40039E-02,-1.03753E-01
-1.560000E-05,-3.30273E-02,-1.03753E-01
-1.536000E-05,-3.59570E-02,-1.14788E-01
-1.512000E-05,-3.40039E-02,-1.20305E-01
-1.488000E-05,-3.40039E-02,-1.25823E-01
-1.464000E-05,-3.30273E-02,-1.36858E-01
-1.440000E-05,-3.30273E-02,-1.42376E-01
-1.416000E-05,-3.59570E-02,-1.42376E-01
-1.392000E-05,-3.40039E-02,-1.47893E-01
-1.368000E-05,-3.59570E-02,-1.53411E-01
-1.344000E-05,-3.30273E-02,-1.58928E-01
-1.320000E-05,-3.69336E-02,-1.64446E-01
-1.296000E-05,-3.40039E-02,-1.53411E-01
-1.272000E-05,-3.49805E-02,-1.69963E-01
-1.248000E-05,-3.59570E-02,-1.69963E-01
-1.224000E-05,-3.20508E-02,-1.69963E-01
-1.200000E-05,-3.10742E-02,-1.58928E-01
-1.176000E-05,-3.40039E-02,-1.80999E-01
-1.152000E-05,-3.59570E-02,-1.64446E-01
-1.128000E-05,-3.10742E-02,-1.80999E-01
-1.104000E-05,-3.20508E-02,-1.69963E-01
-1.080000E-05,-3.79102E-02,-1.80999E-01
-1.056000E-05,-3.40039E-02,-1.75481E-01
-1.032000E-05,-3.10742E-02,-1.97551E-01
-1.008000E-05,-3.20508E-02,-1.92034E-01
-9.840000E-06,-3.59570E-02,-2.03069E-01
-9.600000E-06,-3.20508E-02,-2.14104E-01
-9.360000E-06,-3.49805E-02,-2.30657E-01
-9.120000E-06,-3.00977E-02,-2.08587E-01
-8.880000E-06,-3.00977E-02,-2.14104E-01
-8.640000E-06,-3.10742E-02,-2.25139E-01
-8.400000E-06,-3.40039E-02,-2.36174E-01
-8.160000E-06,-3.20508E-02,-2.52727E-01
-7.920000E-06,-3.40039E-02,-2.52727E-01
-7.680000E-06,-3.30273E-02,-2.63762E-01
-7.440000E-06,-3.40039E-02,-2.69280E-01
-7.200000E-06,-2.91211E-02,-2.63762E-01
-6.960000E-06,-3.30273E-02,-2.74797E-01
-6.720000E-06,-3.30273E-02,-2.74797E-01
-6.480000E-06,-3.20508E-02,-2.58245E-01
-6.240000E-06,-3.00977E-02,-2.69280E-01
-6.000000E-06,-3.00977E-02,-2.74797E-01
-5.760000E-06,-3.20508E-02,-2.80315E-01
-5.520000E-06,-3.40039E-02,-2.80315E-01
-5.280000E-06,-3.40039E-02,-3.13421E-01
-5.040000E-06,-3.30273E-02,-2.91350E-01
-4.800000E-06,-3.40039E-02,-2.91350E-01
-4.560000E-06,-3.20508E-02,-3.07903E-01
-4.320000E-06,-2.71680E-02,-2.80315E-01
-4.080000E-06,-2.71680E-02,-3.07903E-01
-3.840000E-06,-3.00977E-02,-3.02385E-01
-3.600000E-06,-2.71680E-02,-3.18938E-01
-3.360000E-06,-2.81445E-02,-3.18938E-01
-3.120000E-06,-3.00977E-02,-3.18938E-01
-2.880000E-06,-2.81445E-02,-3.29973E-01
-2.640000E-06,-2.71680E-02,-3.46526E-01
-2.400000E-06,-2.52148E-02,-3.52044E-01
-2.160000E-06,-2.42383E-02,-3.46526E-01
-1.920000E-06,-2.32617E-02,-3.63079E-01
-1.680000E-06,-2.32617E-02,-3.57561E-01
-1.440000E-06,-2.32617E-02,-3.63079E-01
-1.200000E-06,-2.71680E-02,-3.79631E-01
-9.600000E-07,-2.42383E-02,-3.63079E-01
-7.200000E-07,-2.61914E-02,-3.74114E-01
-4.800000E-07,-2.52148E-02,-3.52044E-01
-2.400000E-07,-2.61914E-02,-3.96184E-01
-5.251604E-20,-2.61914E-02,-3.96184E-01
2.400000E-07,-2.52148E-02,-3.85149E-01
4.800000E-07,-2.32617E-02,-3.63079E-01
7.200000E-07,-2.61914E-02,-3.90667E-01
9.600000E-07,-2.03320E-02,-3.96184E-01
1.200000E-06,-2.13086E-02,-3.96184E-01
1.440000E-06,-2.42383E-02,-3.90667E-01
1.680000E-06,-2.52148E-02,-4.18254E-01
1.920000E-06,-2.03320E-02,-4.01702E-01
2.160000E-06,-2.22852E-02,-4.40325E-01
2.400000E-06,-2.03320E-02,-4.23772E-01
2.640000E-06,-1.83789E-02,-4.29290E-01
2.880000E-06,-1.83789E-02,-4.51360E-01
3.120000E-06,-1.34961E-02,-4.51360E-01
3.360000E-06,-1.44727E-02,-4.40325E-01
3.600000E-06,-1.64258E-02,-4.56878E-01
3.840000E-06,-1.64258E-02,-4.56878E-01
4.080000E-06,-1.25195E-02,-4.62395E-01
4.320000E-06,-1.54492E-02,-4.56878E-01
4.560000E-06,-1.54492E-02,-4.84465E-01
4.800000E-06,-1.15430E-02,-4.78948E-01
5.040000E-06,-1.25195E-02,-4.73430E-01
5.280000E-06,-1.15430E-02,-4.62395E-01
5.520000E-06,-8.61328E-03,-4.95501E-01
5.760000E-06,-1.25195E-02,-4.95501E-01
6.000000E-06,-6.66016E-03,-4.67913E-01
6.240000E-06,-8.61328E-03,-5.01018E-01
6.480000E-06,-9.58984E-03,-4.78948E-01
6.720000E-06,-7.63672E-03,-4.89983E-01
6.960000E-06,-5.68359E-03,-5.23088E-01
7.200000E-06,-2.75391E-03,-5.06536E-01
7.440000E-06,-2.75391E-03,-5.34124E-01
7.680000E-06,1.15234E-03,-5.06536E-01
7.920000E-06,-8.00781E-04,-5.17571E-01
8.160000E-06,-1.77734E-03,-5.39641E-01
