in s,C1 in V,C2 in V
-6.568800E-04,3.10723E-01,-1.83627E+00
-6.566400E-04,3.07793E-01,-1.84179E+00
-6.564000E-04,3.01934E-01,-1.86938E+00
-6.561600E-04,2.94121E-01,-1.85834E+00
-6.559200E-04,2.94121E-01,-1.84731E+00
-6.556800E-04,2.88262E-01,-1.85834E+00
-6.554400E-04,2.81426E-01,-1.86386E+00
-6.552000E-04,2.73613E-01,-1.85834E+00
-6.549600E-04,2.67754E-01,-1.88041E+00
-6.547200E-04,2.64824E-01,-1.88041E+00
-6.544800E-04,2.56035E-01,-1.86386E+00
-6.542400E-04,2.51152E-01,-1.88593E+00
-6.540000E-04,2.46270E-01,-1.88041E+00
-6.537600E-04,2.39434E-01,-1.88593E+00
-6.535200E-04,2.34551E-01,-1.88041E+00
-6.532800E-04,2.27715E-01,-1.88041E+00
-6.530400E-04,2.19902E-01,-1.90248E+00
-6.528000E-04,2.14043E-01,-1.89697E+00
-6.525600E-04,2.06230E-01,-1.89145E+00
-6.523200E-04,2.03301E-01,-1.90248E+00
-6.520800E-04,1.95488E-01,-1.91904E+00
-6.518400E-04,1.87676E-01,-1.91352E+00
-6.516000E-04,1.80840E-01,-1.92455E+00
-6.513600E-04,1.75957E-01,-1.91352E+00
-6.511200E-04,1.65215E-01,-1.91352E+00
-6.508800E-04,1.65215E-01,-1.92455E+00
-6.506400E-04,1.52520E-01,-1.91904E+00
-6.504000E-04,1.48613E-01,-1.92455E+00
-6.501600E-04,1.39824E-01,-1.93559E+00
-6.499200E-04,1.32988E-01,-1.93007E+00
-6.496800E-04,1.26152E-01,-1.94111E+00
-6.494400E-04,1.20293E-01,-1.94662E+00
-6.492000E-04,1.11504E-01,-1.92455E+00
-6.489600E-04,1.05645E-01,-1.95766E+00
-6.487200E-04,9.58789E-02,-1.95214E+00
-6.484800E-04,9.09961E-02,-1.93007E+00
-6.482400E-04,8.70898E-02,-1.95214E+00
-6.480000E-04,7.83008E-02,-1.96318E+00
-6.477600E-04,7.34180E-02,-1.96869E+00
-6.475200E-04,6.85352E-02,-1.97973E+00
-6.472800E-04,5.87695E-02,-1.96869E+00
-6.470400E-04,5.77930E-02,-1.97973E+00
-6.468000E-04,5.09570E-02,-1.97973E+00
-6.465600E-04,4.41211E-02,-1.95766E+00
-6.463200E-04,4.11914E-02,-2.00180E+00
-6.460800E-04,3.24023E-02,-1.97421E+00
-6.458400E-04,3.04492E-02,-1.99628E+00
-6.456000E-04,2.55664E-02,-1.99076E+00
-6.453600E-04,2.45898E-02,-2.00732E+00
-6.451200E-04,1.77539E-02,-2.00180E+00
-6.448800E-04,1.28711E-02,-2.00732E+00
-6.446400E-04,1.28711E-02,-1.99628E+00
-6.444000E-04,6.03516E-03,-2.01835E+00
-6.441600E-04,2.12891E-03,-1.99628E+00
-6.439200E-04,-8.00781E-04,-2.01283E+00
-6.436800E-04,-1.77734E-03,-2.00732E+00
-6.434400E-04,-6.66016E-03,-2.01283E+00
-6.432000E-04,-6.66016E-03,-2.01835E+00
-6.429600E-04,-1.25195E-02,-2.00732E+00
-6.427200E-04,-1.05664E-02,-2.03490E+00
-6.424800E-04,-1.44727E-02,-2.01835E+00
-6.422400E-04,-1.25195E-02,-2.01835E+00
-6.420000E-04,-1.83789E-02,-2.04042E+00
-6.417600E-04,-1.64258E-02,-2.03490E+00
-6.415200E-04,-2.03320E-02,-2.04042E+00
-6.412800E-04,-2.03320E-02,-2.05146E+00
-6.410400E-04,-2.13086E-02,-2.06801E+00
-6.408000E-04,-2.22852E-02,-2.04042E+00
-6.405600E-04,-2.32617E-02,-2.05698E+00
-6.403200E-04,-2.52148E-02,-2.06249E+00
-6.400800E-04,-2.81445E-02,-2.07353E+00
-6.398400E-04,-2.52148E-02,-2.06801E+00
-6.396000E-04,-2.81445E-02,-2.07905E+00
-6.393600E-04,-2.91211E-02,-2.07353E+00
-6.391200E-04,-3.00977E-02,-2.06249E+00
-6.388800E-04,-3.00977E-02,-2.07905E+00
-6.386400E-04,-3.10742E-02,-2.07353E+00
-6.384000E-04,-3.00977E-02,-2.08456E+00
-6.381600E-04,-3.40039E-02,-2.09008E+00
-6.379200E-04,-3.00977E-02,-2.09560E+00
-6.376800E-04,-3.10742E-02,-2.07905E+00
-6.374400E-04,-3.10742E-02,-2.10663E+00
-6.372000E-04,-3.49805E-02,-2.09008E+00
-6.369600E-04,-3.30273E-02,-2.09560E+00
-6.367200E-04,-3.59570E-02,-2.09560E+00
-6.364800E-04,-3.40039E-02,-2.10112E+00
-6.362400E-04,-3.49805E-02,-2.08456E+00
-6.360000E-04,-3.20508E-02,-2.09560E+00
-6.357600E-04,-3.59570E-02,-2.11215E+00
-6.355200E-04,-3.49805E-02,-2.11215E+00
-6.352800E-04,-3.79102E-02,-2.11215E+00
-6.350400E-04,-3.69336E-02,-2.12870E+00
-6.348000E-04,-3.30273E-02,-2.13974E+00
-6.345600E-04,-3.40039E-02,-2.12319E+00
-6.343200E-04,-3.98633E-02,-2.12870E+00
-6.340800E-04,-3.20508E-02,-2.13422E+00
-6.338400E-04,-3.59570E-02,-2.12319E+00
-6.336000E-04,-3.40039E-02,-2.11767E+00
-6.333600E-04,-3.79102E-02,-2.12319E+00
-6.331200E-04,-3.69336E-02,-2.15629E+00
-6.328800E-04,-3.40039E-02,-2.12319E+00
-6.326400E-04,-3.98633E-02,-2.13974E+00
-6.324000E-04,-3.88867E-02,-2.15629E+00
-6.321600E-04,-3.88867E-02,-2.12319E+00
-6.319200E-04,-3.98633E-02,-2.15629E+00
-6.316800E-04,-3.79102E-02,-2.14526E+00
-6.314400E-04,-3.79102E-02,-2.15629E+00
-6.312000E-04,-3.59570E-02,-2.12870E+00
-6.309600E-04,-3.98633E-02,-2.13974E+00
-6.307200E-04,-3.49805E-02,-2.12870E+00
-6.304800E-04,-3.98633E-02,-2.15077E+00
-6.302400E-04,-3.69336E-02,-2.15077E+00
-6.300000E-04,-3.69336E-02,-2.14526E+00
-6.297600E-04,-3.69336E-02,-2.17284E+00
-6.295200E-04,-3.98633E-02,-2.14526E+00
-6.292800E-04,-3.69336E-02,-2.15629E+00
-6.290400E-04,-3.88867E-02,-2.17836E+00
-6.288000E-04,-3.59570E-02,-2.18388E+00
-6.285600E-04,-3.40039E-02,-2.17836E+00
-6.283200E-04,-3.98633E-02,-2.16733E+00
-6.280800E-04,-3.98633E-02,-2.16181E+00
-6.278400E-04,-3.40039E-02,-2.19491E+00
-6.276000E-04,-3.49805E-02,-2.17836E+00
-6.273600E-04,-3.49805E-02,-2.18940E+00
-6.271200E-04,-3.69336E-02,-2.17284E+00
-6.268800E-04,-3.88867E-02,-2.17284E+00
-6.266400E-04,-3.88867E-02,-2.19491E+00
-6.264000E-04,-3.59570E-02,-2.18940E+00
-6.261600E-04,-3.59570E-02,-2.18388E+00
-6.259200E-04,-4.08398E-02,-2.18388E+00
-6.256800E-04,-3.59570E-02,-2.19491E+00
-6.254400E-04,-3.98633E-02,-2.19491E+00
-6.252000E-04,-3.98633E-02,-2.20595E+00
-6.249600E-04,-3.79102E-02,-2.18940E+00
-6.247200E-04,-3.88867E-02,-2.18388E+00
-6.244800E-04,-3.69336E-02,-2.19491E+00
-6.242400E-04,-3.98633E-02,-2.17836E+00
-6.240000E-04,-3.88867E-02,-2.18940E+00
-6.237600E-04,-3.98633E-02,-2.19491E+00
-6.235200E-04,-3.59570E-02,-2.21147E+00
-6.232800E-04,-3.79102E-02,-2.20595E+00
-6.230400E-04,-3.98633E-02,-2.20595E+00
-6.228000E-04,-4.27930E-02,-2.21147E+00
-6.225600E-04,-3.79102E-02,-2.21147E+00
-6.223200E-04,-3.79102E-02,-2.21698E+00
-6.220800E-04,-3.59570E-02,-2.20043E+00
-6.218400E-04,-3.98633E-02,-2.20595E+00
-6.216000E-04,-3.79102E-02,-2.20043E+00
-6.213600E-04,-4.08398E-02,-2.22250E+00
-6.211200E-04,-3.49805E-02,-2.20595E+00
-6.208800E-04,-3.88867E-02,-2.20595E+00
-6.206400E-04,-4.08398E-02,-2.20043E+00
-6.204000E-04,-3.98633E-02,-2.22250E+00
-6.201600E-04,-4.18164E-02,-2.21698E+00
-6.199200E-04,-3.88867E-02,-2.23354E+00
-6.196800E-04,-3.98633E-02,-2.20595E+00
-6.194400E-04,-3.98633E-02,-2.21698E+00
-6.192000E-04,-4.08398E-02,-2.23354E+00
-6.189600E-04,-3.88867E-02,-2.22802E+00
-6.187200E-04,-4.08398E-02,-2.22250E+00
-6.184800E-04,-3.79102E-02,-2.21147E+00
-6.182400E-04,-3.98633E-02,-2.21698E+00
-6.180000E-04,-3.79102E-02,-2.21698E+00
-6.177600E-04,-4.27930E-02,-2.23354E+00
-6.175200E-04,-4.27930E-02,-2.22802E+00
-6.172800E-04,-3.79102E-02,-2.23354E+00
-6.170400E-04,-3.98633E-02,-2.23906E+00
-6.168000E-04,-4.08398E-02,-2.24457E+00
-6.165600E-04,-3.88867E-02,-2.22250E+00
-6.163200E-04,-3.88867E-02,-2.24457E+00
-6.160800E-04,-4.08398E-02,-2.25561E+00
-6.158400E-04,-4.08398E-02,-2.22802E+00
-6.156000E-04,-4.08398E-02,-2.25009E+00
-6.153600E-04,-3.88867E-02,-2.22250E+00
-6.151200E-04,-4.08398E-02,-2.23906E+00
-6.148800E-04,-3.88867E-02,-2.22802E+00
-6.146400E-04,-3.79102E-02,-2.23354E+00
-6.144000E-04,-3.49805E-02,-2.21147E+00
-6.141600E-04,-3.79102E-02,-2.22250E+00
-6.139200E-04,-4.08398E-02,-2.23906E+00
-6.136800E-04,-3.98633E-02,-2.22250E+00
-6.134400E-04,-4.08398E-02,-2.24457E+00
-6.132000E-04,-4.18164E-02,-2.21698E+00
-6.129600E-04,-4.18164E-02,-2.22250E+00
-6.127200E-04,-4.27930E-02,-2.22250E+00
-6.124800E-04,-4.27930E-02,-2.24457E+00
-6.122400E-04,-3.98633E-02,-2.22802E+00
-6.120000E-04,-3.79102E-02,-2.26113E+00
-6.117600E-04,-3.40039E-02,-2.22802E+00
-6.115200E-04,-3.79102E-02,-2.24457E+00
-6.112800E-04,-4.08398E-02,-2.21698E+00
-6.110400E-04,-4.37695E-02,-2.23354E+00
-6.108000E-04,-4.37695E-02,-2.23354E+00
-6.105600E-04,-4.08398E-02,-2.24457E+00
-6.103200E-04,-4.37695E-02,-2.26113E+00
-6.100800E-04,-4.08398E-02,-2.23906E+00
-6.098400E-04,-4.27930E-02,-2.23906E+00
-6.096000E-04,-4.08398E-02,-2.23354E+00
-6.093600E-04,-4.37695E-02,-2.24457E+00
-6.091200E-04,-4.08398E-02,-2.22802E+00
-6.088800E-04,-4.18164E-02,-2.27216E+00
-6.086400E-04,-4.27930E-02,-2.23906E+00
-6.084000E-04,-3.88867E-02,-2.23906E+00
-6.081600E-04,-4.08398E-02,-2.23906E+00
-6.079200E-04,-3.79102E-02,-2.23354E+00
-6.076800E-04,-3.88867E-02,-2.23354E+00
-6.074400E-04,-4.18164E-02,-2.23906E+00
-6.072000E-04,-4.27930E-02,-2.23906E+00
-6.069600E-04,-3.79102E-02,-2.23354E+00
-6.067200E-04,-3.98633E-02,-2.22250E+00
-6.064800E-04,-4.08398E-02,-2.23906E+00
-6.062400E-04,-3.59570E-02,-2.23906E+00
-6.060000E-04,-3.98633E-02,-2.23354E+00
-6.057600E-04,-3.98633E-02,-2.26664E+00
-6.055200E-04,-3.98633E-02,-2.24457E+00
-6.052800E-04,-3.98633E-02,-2.23906E+00
-6.050400E-04,-4.27930E-02,-2.25561E+00
-6.048000E-04,-4.08398E-02,-2.24457E+00
-6.045600E-04,-3.49805E-02,-2.23354E+00
-6.043200E-04,-3.98633E-02,-2.25561E+00
-6.040800E-04,-4.27930E-02,-2.23906E+00
-6.038400E-04,-3.88867E-02,-2.23906E+00
-6.036000E-04,-3.98633E-02,-2.25561E+00
-6.033600E-04,-3.88867E-02,-2.23354E+00
-6.031200E-04,-4.08398E-02,-2.26113E+00
-6.028800E-04,-4.27930E-02,-2.23906E+00
-6.026400E-04,-4.47461E-02,-2.23906E+00
-6.024000E-04,-3.59570E-02,-2.24457E+00
-6.021600E-04,-3.98633E-02,-2.22802E+00
-6.019200E-04,-3.88867E-02,-2.22250E+00
-6.016800E-04,-4.37695E-02,-2.23906E+00
-6.014400E-04,-4.27930E-02,-2.23354E+00
-6.012000E-04,-4.37695E-02,-2.22250E+00
-6.009600E-04,-3.98633E-02,-2.22250E+00
-6.007200E-04,-4.18164E-02,-2.24457E+00
-6.004800E-04,-3.69336E-02,-2.21698E+00
-6.002400E-04,-4.37695E-02,-2.22250E+00
-6.000000E-04,-4.08398E-02,-2.24457E+00
-5.997600E-04,-3.88867E-02,-2.21147E+00
-5.995200E-04,-3.98633E-02,-2.20595E+00
-5.992800E-04,-3.88867E-02,-2.22250E+00
-5.990400E-04,-4.18164E-02,-2.23906E+00
-5.988000E-04,-4.08398E-02,-2.21698E+00
-5.985600E-04,-3.98633E-02,-2.22802E+00
-5.983200E-04,-4.37695E-02,-2.22802E+00
-5.980800E-04,-3.98633E-02,-2.22250E+00
-5.978400E-04,-4.27930E-02,-2.23354E+00
-5.976000E-04,-4.18164E-02,-2.22802E+00
-5.973600E-04,-4.66992E-02,-2.21147E+00
-5.971200E-04,-3.88867E-02,-2.23354E+00
-5.968800E-04,-4.18164E-02,-2.20043E+00
-5.966400E-04,-4.08398E-02,-2.21147E+00
-5.964000E-04,-4.08398E-02,-2.21147E+00
-5.961600E-04,-4.08398E-02,-2.20043E+00
-5.959200E-04,-4.27930E-02,-2.22250E+00
-5.956800E-04,-4.08398E-02,-2.20595E+00
-5.954400E-04,-3.98633E-02,-2.21698E+00
-5.952000E-04,-3.98633E-02,-2.20043E+00
-5.949600E-04,-4.08398E-02,-2.20595E+00
-5.947200E-04,-3.88867E-02,-2.21147E+00
-5.944800E-04,-3.98633E-02,-2.21147E+00
-5.942400E-04,-3.79102E-02,-2.21147E+00
-5.940000E-04,-4.18164E-02,-2.21698E+00
-5.937600E-04,-4.08398E-02,-2.22802E+00
-5.935200E-04,-3.98633E-02,-2.21147E+00
-5.932800E-04,-4.08398E-02,-2.22802E+00
-5.930400E-04,-4.18164E-02,-2.20595E+00
-5.928000E-04,-4.08398E-02,-2.20595E+00
-5.925600E-04,-4.18164E-02,-2.21147E+00
-5.923200E-04,-3.98633E-02,-2.18940E+00
-5.920800E-04,-3.98633E-02,-2.20595E+00
-5.918400E-04,-4.08398E-02,-2.20043E+00
-5.916000E-04,-4.37695E-02,-2.20043E+00
-5.913600E-04,-4.08398E-02,-2.20043E+00
-5.911200E-04,-4.27930E-02,-2.20043E+00
-5.908800E-04,-4.18164E-02,-2.20043E+00
-5.906400E-04,-4.27930E-02,-2.18388E+00
-5.904000E-04,-4.08398E-02,-2.18388E+00
-5.901600E-04,-3.88867E-02,-2.18940E+00
-5.899200E-04,-4.08398E-02,-2.22250E+00
-5.896800E-04,-4.08398E-02,-2.20043E+00
-5.894400E-04,-4.37695E-02,-2.18940E+00
-5.892000E-04,-3.88867E-02,-2.20043E+00
-5.889600E-04,-4.27930E-02,-2.21147E+00
-5.887200E-04,-3.98633E-02,-2.21698E+00
-5.884800E-04,-4.08398E-02,-2.21147E+00
-5.882400E-04,-4.27930E-02,-2.18388E+00
-5.880000E-04,-3.79102E-02,-2.20595E+00
-5.877600E-04,-4.08398E-02,-2.18940E+00
-5.875200E-04,-4.47461E-02,-2.20043E+00
-5.872800E-04,-4.08398E-02,-2.20595E+00
-5.870400E-04,-3.59570E-02,-2.21698E+00
-5.868000E-04,-3.88867E-02,-2.19491E+00
-5.865600E-04,-4.27930E-02,-2.21147E+00
-5.863200E-04,-3.69336E-02,-2.18388E+00
-5.860800E-04,-3.98633E-02,-2.17836E+00
-5.858400E-04,-4.18164E-02,-2.18388E+00
-5.856000E-04,-4.08398E-02,-2.16733E+00
-5.853600E-04,-4.18164E-02,-2.17836E+00
-5.851200E-04,-4.08398E-02,-2.18388E+00
-5.848800E-04,-4.08398E-02,-2.18388E+00
-5.846400E-04,-3.88867E-02,-2.17284E+00
-5.844000E-04,-3.98633E-02,-2.17836E+00
-5.841600E-04,-4.08398E-02,-2.17284E+00
-5.839200E-04,-4.27930E-02,-2.16181E+00
-5.836800E-04,-4.18164E-02,-2.17284E+00
-5.834400E-04,-3.88867E-02,-2.16181E+00
-5.832000E-04,-3.79102E-02,-2.16181E+00
-5.829600E-04,-4.47461E-02,-2.15077E+00
-5.827200E-04,-3.98633E-02,-2.16733E+00
-5.824800E-04,-4.27930E-02,-2.16181E+00
-5.822400E-04,-3.98633E-02,-2.15077E+00
-5.820000E-04,-4.18164E-02,-2.16181E+00
-5.817600E-04,-4.18164E-02,-2.16733E+00
-5.815200E-04,-3.98633E-02,-2.16181E+00
-5.812800E-04,-3.59570E-02,-2.15629E+00
-5.810400E-04,-3.79102E-02,-2.16181E+00
-5.808000E-04,-3.79102E-02,-2.13974E+00
-5.805600E-04,-3.98633E-02,-2.14526E+00
-5.803200E-04,-3.98633E-02,-2.14526E+00
-5.800800E-04,-4.27930E-02,-2.15077E+00
-5.798400E-04,-4.08398E-02,-2.12870E+00
-5.796000E-04,-4.08398E-02,-2.15629E+00
-5.793600E-04,-3.98633E-02,-2.12319E+00
-5.791200E-04,-4.08398E-02,-2.12319E+00
-5.788800E-04,-3.79102E-02,-2.12319E+00
-5.786400E-04,-4.18164E-02,-2.10112E+00
-5.784000E-04,-4.18164E-02,-2.11215E+00
-5.781600E-04,-4.08398E-02,-2.11767E+00
-5.779200E-04,-4.37695E-02,-2.11215E+00
-5.776800E-04,-3.79102E-02,-2.11767E+00
-5.774400E-04,-4.18164E-02,-2.11767E+00
-5.772000E-04,-4.18164E-02,-2.09008E+00
-5.769600E-04,-3.98633E-02,-2.09560E+00
-5.767200E-04,-4.18164E-02,-2.10112E+00
-5.764800E-04,-3.79102E-02,-2.08456E+00
-5.762400E-04,-3.98633E-02,-2.08456E+00
-5.760000E-04,-4.18164E-02,-2.07905E+00
-5.757600E-04,-4.37695E-02,-2.07905E+00
-5.755200E-04,-3.79102E-02,-2.09560E+00
-5.752800E-04,-4.08398E-02,-2.10112E+00
-5.750400E-04,-4.08398E-02,-2.07905E+00
-5.748000E-04,-4.08398E-02,-2.06801E+00
-5.745600E-04,-4.08398E-02,-2.09560E+00
-5.743200E-04,-4.08398E-02,-2.06249E+00
-5.740800E-04,-4.08398E-02,-2.07905E+00
-5.738400E-04,-4.08398E-02,-2.07905E+00
-5.736000E-04,-3.98633E-02,-2.06801E+00
-5.733600E-04,-3.88867E-02,-2.05698E+00
-5.731200E-04,-3.79102E-02,-2.04594E+00
-5.728800E-04,-4.08398E-02,-2.06801E+00
-5.726400E-04,-3.98633E-02,-2.05146E+00
-5.724000E-04,-3.98633E-02,-2.05698E+00
-5.721600E-04,-4.08398E-02,-2.05146E+00
-5.719200E-04,-4.27930E-02,-2.05698E+00
-5.716800E-04,-3.79102E-02,-2.05698E+00
-5.714400E-04,-3.98633E-02,-2.05698E+00
-5.712000E-04,-4.18164E-02,-2.04594E+00
-5.709600E-04,-4.27930E-02,-2.05146E+00
-5.707200E-04,-4.37695E-02,-2.04594E+00
-5.704800E-04,-3.79102E-02,-2.04042E+00
-5.702400E-04,-3.88867E-02,-2.05146E+00
-5.700000E-04,-3.98633E-02,-2.05146E+00
-5.697600E-04,-4.08398E-02,-2.05146E+00
-5.695200E-04,-4.37695E-02,-2.04042E+00
-5.692800E-04,-4.08398E-02,-2.04042E+00
-5.690400E-04,-4.27930E-02,-2.04042E+00
-5.688000E-04,-4.08398E-02,-2.04042E+00
-5.685600E-04,-3.88867E-02,-2.00732E+00
-5.683200E-04,-4.08398E-02,-2.03490E+00
-5.680800E-04,-3.88867E-02,-2.01835E+00
-5.678400E-04,-4.08398E-02,-2.02387E+00
-5.676000E-04,-4.08398E-02,-2.01283E+00
-5.673600E-04,-3.88867E-02,-2.02387E+00
-5.671200E-04,-3.98633E-02,-2.00180E+00
-5.668800E-04,-4.37695E-02,-1.99076E+00
-5.666400E-04,-4.37695E-02,-1.99628E+00
-5.664000E-04,-4.18164E-02,-1.99628E+00
-5.661600E-04,-3.98633E-02,-2.01283E+00
-5.659200E-04,-4.18164E-02,-1.99628E+00
-5.656800E-04,-4.27930E-02,-1.98525E+00
-5.654400E-04,-3.79102E-02,-1.99628E+00
-5.652000E-04,-4.08398E-02,-2.00732E+00
-5.649600E-04,-3.98633E-02,-2.00180E+00
-5.647200E-04,-4.27930E-02,-1.99076E+00
-5.644800E-04,-4.18164E-02,-1.99628E+00
-5.642400E-04,-4.18164E-02,-2.00732E+00
-5.640000E-04,-4.08398E-02,-1.99076E+00
-5.637600E-04,-4.08398E-02,-1.98525E+00
-5.635200E-04,-4.27930E-02,-1.99628E+00
-5.632800E-04,-4.57227E-02,-1.96869E+00
-5.630400E-04,-4.27930E-02,-1.97421E+00
-5.628000E-04,-4.08398E-02,-1.97421E+00
-5.625600E-04,-3.69336E-02,-1.96318E+00
-5.623200E-04,-4.08398E-02,-1.97973E+00
-5.620800E-04,-4.08398E-02,-1.95214E+00
-5.618400E-04,-3.88867E-02,-1.95766E+00
-5.616000E-04,-3.79102E-02,-1.95214E+00
-5.613600E-04,-4.18164E-02,-1.95214E+00
-5.611200E-04,-4.27930E-02,-1.94662E+00
-5.608800E-04,-4.18164E-02,-1.95214E+00
-5.606400E-04,-3.98633E-02,-1.94111E+00
-5.604000E-04,-4.47461E-02,-1.94662E+00
-5.601600E-04,-3.88867E-02,-1.93559E+00
-5.599200E-04,-4.08398E-02,-1.92455E+00
-5.596800E-04,-3.69336E-02,-1.93559E+00
-5.594400E-04,-4.08398E-02,-1.94662E+00
-5.592000E-04,-4.08398E-02,-1.93007E+00
-5.589600E-04,-4.08398E-02,-1.92455E+00
-5.587200E-04,-4.08398E-02,-1.91904E+00
-5.584800E-04,-4.18164E-02,-1.90800E+00
-5.582400E-04,-3.79102E-02,-1.91904E+00
-5.580000E-04,-4.08398E-02,-1.91904E+00
-5.577600E-04,-3.79102E-02,-1.89697E+00
-5.575200E-04,-4.08398E-02,-1.89697E+00
-5.572800E-04,-3.79102E-02,-1.91352E+00
-5.570400E-04,-4.18164E-02,-1.89697E+00
-5.568000E-04,-4.08398E-02,-1.88593E+00
-5.565600E-04,-3.98633E-02,-1.88041E+00
-5.563200E-04,-4.18164E-02,-1.89145E+00
-5.560800E-04,-4.08398E-02,-1.86386E+00
-5.558400E-04,-3.88867E-02,-1.88593E+00
-5.556000E-04,-3.98633E-02,-1.86386E+00
-5.553600E-04,-4.08398E-02,-1.84731E+00
-5.551200E-04,-4.18164E-02,-1.84731E+00
-5.548800E-04,-4.27930E-02,-1.86938E+00
-5.546400E-04,-4.37695E-02,-1.85282E+00
-5.544000E-04,-4.57227E-02,-1.84179E+00
-5.541600E-04,-4.37695E-02,-1.84179E+00
-5.539200E-04,-4.18164E-02,-1.83075E+00
-5.536800E-04,-4.08398E-02,-1.81972E+00
-5.534400E-04,-4.27930E-02,-1.83627E+00
-5.532000E-04,-4.08398E-02,-1.81972E+00
-5.529600E-04,-3.79102E-02,-1.79765E+00
-5.527200E-04,-4.18164E-02,-1.83075E+00
-5.524800E-04,-4.08398E-02,-1.79765E+00
-5.522400E-04,-4.18164E-02,-1.81972E+00
-5.520000E-04,-3.88867E-02,-1.80317E+00
-5.517600E-04,-4.08398E-02,-1.79765E+00
-5.515200E-04,-3.79102E-02,-1.79765E+00
-5.512800E-04,-4.08398E-02,-1.79765E+00
-5.510400E-04,-4.08398E-02,-1.78661E+00
-5.508000E-04,-3.79102E-02,-1.77006E+00
-5.505600E-04,-3.98633E-02,-1.77558E+00
-5.503200E-04,-4.27930E-02,-1.78110E+00
-5.500800E-04,-4.08398E-02,-1.77006E+00
-5.498400E-04,-3.88867E-02,-1.75903E+00
-5.496000E-04,-4.18164E-02,-1.75903E+00
-5.493600E-04,-4.08398E-02,-1.74247E+00
-5.491200E-04,-4.08398E-02,-1.75351E+00
-5.488800E-04,-4.37695E-02,-1.77558E+00
-5.486400E-04,-4.18164E-02,-1.74799E+00
-5.484000E-04,-4.27930E-02,-1.73696E+00
-5.481600E-04,-4.08398E-02,-1.76454E+00
-5.479200E-04,-4.18164E-02,-1.75903E+00
-5.476800E-04,-3.79102E-02,-1.74247E+00
-5.474400E-04,-4.27930E-02,-1.74247E+00
-5.472000E-04,-4.37695E-02,-1.72592E+00
-5.469600E-04,-3.88867E-02,-1.73696E+00
-5.467200E-04,-4.27930E-02,-1.73144E+00
-5.464800E-04,-4.37695E-02,-1.72592E+00
-5.462400E-04,-3.69336E-02,-1.73144E+00
-5.460000E-04,-3.88867E-02,-1.74247E+00
-5.457600E-04,-3.79102E-02,-1.72040E+00
-5.455200E-04,-3.88867E-02,-1.71489E+00
-5.452800E-04,-4.08398E-02,-1.70937E+00
-5.450400E-04,-3.88867E-02,-1.69282E+00
-5.448000E-04,-4.18164E-02,-1.69833E+00
-5.445600E-04,-4.18164E-02,-1.67626E+00
-5.443200E-04,-4.08398E-02,-1.68730E+00
-5.440800E-04,-4.27930E-02,-1.68730E+00
-5.438400E-04,-4.08398E-02,-1.69833E+00
-5.436000E-04,-3.79102E-02,-1.71489E+00
-5.433600E-04,-4.08398E-02,-1.65419E+00
-5.431200E-04,-3.98633E-02,-1.67626E+00
-5.428800E-04,-4.18164E-02,-1.66523E+00
-5.426400E-04,-4.37695E-02,-1.65419E+00
-5.424000E-04,-3.98633E-02,-1.68730E+00
-5.421600E-04,-3.88867E-02,-1.67626E+00
-5.419200E-04,-3.79102E-02,-1.66523E+00
-5.416800E-04,-3.79102E-02,-1.66523E+00
-5.414400E-04,-3.59570E-02,-1.65419E+00
-5.412000E-04,-4.08398E-02,-1.63212E+00
-5.409600E-04,-3.49805E-02,-1.66523E+00
-5.407200E-04,-3.88867E-02,-1.63764E+00
-5.404800E-04,-3.79102E-02,-1.64867E+00
-5.402400E-04,-3.98633E-02,-1.64867E+00
-5.400000E-04,-3.88867E-02,-1.63212E+00
-5.397600E-04,-4.08398E-02,-1.61557E+00
-5.395200E-04,-4.08398E-02,-1.61557E+00
-5.392800E-04,-4.08398E-02,-1.60453E+00
-5.390400E-04,-3.98633E-02,-1.59350E+00
-5.388000E-04,-3.98633E-02,-1.60453E+00
-5.385600E-04,-4.08398E-02,-1.59350E+00
-5.383200E-04,-4.37695E-02,-1.59350E+00
-5.380800E-04,-3.79102E-02,-1.59350E+00
-5.378400E-04,-3.98633E-02,-1.57695E+00
-5.376000E-04,-3.88867E-02,-1.58798E+00
-5.373600E-04,-4.08398E-02,-1.58246E+00
-5.371200E-04,-4.08398E-02,-1.58798E+00
-5.368800E-04,-4.08398E-02,-1.57143E+00
-5.366400E-04,-3.88867E-02,-1.58798E+00
-5.364000E-04,-3.88867E-02,-1.56591E+00
-5.361600E-04,-4.08398E-02,-1.57143E+00
-5.359200E-04,-4.08398E-02,-1.57143E+00
-5.356800E-04,-4.27930E-02,-1.55488E+00
-5.354400E-04,-4.37695E-02,-1.57143E+00
-5.352000E-04,-3.79102E-02,-1.53281E+00
-5.349600E-04,-4.27930E-02,-1.54384E+00
-5.347200E-04,-4.08398E-02,-1.53281E+00
-5.344800E-04,-4.18164E-02,-1.53832E+00
-5.342400E-04,-4.08398E-02,-1.53832E+00
-5.340000E-04,-4.08398E-02,-1.53281E+00
-5.337600E-04,-4.08398E-02,-1.51073E+00
-5.335200E-04,-3.98633E-02,-1.51625E+00
-5.332800E-04,-3.98633E-02,-1.50522E+00
-5.330400E-04,-3.98633E-02,-1.49418E+00
-5.328000E-04,-4.08398E-02,-1.49418E+00
-5.325600E-04,-4.08398E-02,-1.51073E+00
